generation,individual,fitness,compression_ratio,integrity_check
0,0,12.7,0.5,True
0,1,19.74,0.89,True
0,2,0.0,0.5,False
0,3,19.88,0.9,True
1,0,19.88,0.9,True
1,1,19.74,0.89,True
1,2,12.7,0.5,True
1,3,0.0,0.5,False
